0.63,9.90E-10
0.62,9.46E-10
0.61,8.96E-10
0.6,8.45E-10
0.59,7.94E-10
0.58,7.46E-10
0.57,7.00E-10
0.56,6.56E-10
0.55,6.14E-10
0.54,5.72E-10
0.53,5.35E-10
0.52,4.99E-10
0.51,4.65E-10
0.5,4.33E-10
0.49,4.02E-10
0.48,3.74E-10
0.47,3.46E-10
0.46,3.21E-10
0.45,2.96E-10
0.44,2.73E-10
0.43,2.52E-10
0.42,2.31E-10
0.41,2.13E-10
0.4,1.94E-10
0.39,1.77E-10
0.38,1.61E-10
0.37,1.46E-10
0.36,1.32E-10
0.35,1.19E-10
0.34,1.06E-10
0.33,9.60E-11
0.32,8.48E-11
0.31,7.46E-11
0.3,6.43E-11
0.29,5.56E-11
0.28,4.64E-11
0.27,3.84E-11
0.26,3.08E-11
0.25,2.33E-11
0.24,1.68E-11
0.23,1.05E-11
0.22,4.19E-12
0.21,-2.04E-12
0.2,-7.75E-12
0.19,-1.22E-11
0.18,-1.68E-11
0.17,-2.16E-11
0.16,-2.60E-11
0.15,-3.03E-11
0.14,-3.38E-11
0.13,-3.74E-11
0.12,-4.04E-11
0.11,-4.39E-11
0.1,-4.77E-11
0.09,-5.07E-11
0.08,-5.38E-11
0.07,-5.68E-11
0.06,-5.87E-11
0.05,-6.18E-11
0.04,-6.43E-11
0.03,-6.70E-11
0.02,-6.99E-11
0.01,-7.22E-11
0,-7.46E-11
-0.01,-7.68E-11
-0.02,-7.91E-11
-0.03,-8.12E-11
-0.04,-8.36E-11
-0.05,-8.62E-11
-0.06,-8.96E-11
-0.07,-9.36E-11
-0.08,-9.67E-11
-0.09,-1.00E-10
-0.1,-1.03E-10
-0.11,-1.07E-10
-0.12,-1.10E-10
-0.13,-1.14E-10
-0.14,-1.17E-10
-0.15,-1.21E-10
-0.16,-1.25E-10
-0.17,-1.29E-10
-0.18,-1.33E-10
-0.19,-1.39E-10
-0.2,-1.44E-10
-0.21,-1.49E-10
-0.22,-1.54E-10
-0.23,-1.60E-10
-0.24,-1.67E-10
-0.25,-1.74E-10
-0.26,-1.80E-10
-0.27,-1.88E-10
-0.28,-1.95E-10
-0.29,-2.04E-10
-0.3,-2.13E-10
-0.31,-2.23E-10
-0.32,-2.33E-10
-0.33,-2.44E-10
-0.34,-2.55E-10
-0.35,-2.68E-10
-0.36,-2.79E-10
-0.37,-2.93E-10
-0.38,-3.08E-10
-0.39,-3.24E-10
-0.4,-3.41E-10
-0.41,-3.58E-10
-0.42,-3.75E-10
-0.43,-3.96E-10
-0.44,-4.17E-10
-0.45,-4.39E-10
-0.46,-4.62E-10
-0.47,-4.88E-10
-0.48,-5.13E-10
-0.49,-5.43E-10
-0.5,-5.71E-10
-0.51,-6.03E-10
-0.52,-6.36E-10
-0.53,-6.72E-10
-0.54,-7.10E-10
-0.55,-7.51E-10
-0.56,-7.92E-10
-0.57,-8.36E-10
-0.58,-8.81E-10
-0.59,-9.30E-10
-0.6,-9.86E-10
-0.61,-1.09E-09
-0.62,-1.17E-09
-0.63,-1.25E-09
-0.64,-1.33E-09
-0.65,-1.41E-09
-0.66,-1.49E-09
-0.67,-1.57E-09
-0.68,-1.66E-09
-0.69,-1.75E-09
-0.7,-1.84E-09
-0.71,-1.94E-09
-0.72,-2.04E-09
-0.73,-2.15E-09
-0.74,-2.26E-09
-0.75,-2.33E-09
-0.76,-2.41E-09
-0.77,-2.51E-09
-0.78,-2.63E-09
-0.79,-2.76E-09
-0.8,-2.91E-09
-0.81,-3.06E-09
-0.82,-3.20E-09
-0.83,-3.38E-09
-0.84,-3.54E-09
-0.85,-3.73E-09
-0.86,-3.91E-09
-0.87,-4.11E-09
-0.88,-4.33E-09
-0.89,-4.53E-09
-0.9,-4.77E-09
-0.91,-5.02E-09
-0.92,-5.27E-09
-0.93,-5.53E-09
-0.94,-5.81E-09
-0.95,-6.10E-09
-0.96,-6.41E-09
-0.97,-6.72E-09
-0.98,-7.06E-09
-0.99,-7.42E-09
-1,-7.77E-09
,
